SONG_ID,LYRICS,happy,angry,dislike,fear,sad,surprise
5629148,"La La La La La La La La La
La La La La La La La La La
Oh 햇살 눈부신
한가론 휴일
예쁜 새하얀 원피스를 입고
Oh Oh
난 집을 나섰지
콧노래 나오지
La La La La La La La La La
넌 나를 바라봐 넋을 놓고 또 봐
네 맘을 사로잡아 버린 그 순간 Oh
떨리는 목소리 네 맘엔 북소리
또 반짝이는 종소리가 울리지
La La La La La La La La La
La La La La La La La La La
La La La La
주세요 달콤한 그 맛
Ice Cream Cake
특별해질 오늘에 어울리는 맛으로
입가에 묻은
Ice Cream에 네 가슴 두근거려
내게 다가 오겠죠
It's so tasty Come and chase me
못 참겠어
I scream You scream
Gimme that Gimme that Ice Cream
Oh Vanilla chocolate honey
with a cherry on top
매일 다양하게 보여줄게 너에게만
무지갤 그려대는 저 분수대 보다
난 사랑을 그려내는
네게 좀 더 끌릴 거야
넌 나를 데리고 떠나
어서 떠나 조그만 스쿠터에 태워봐
Oh 날
Uh 네 허릴 감싸는
내 손에 오늘이 다 가도
맘이 두근두근 거리지
La La La La La La La La La
La La La La
주세요 달콤한 그 맛
Ice Cream Cake
특별해질 오늘에 어울리는 맛으로
입가에 묻은
Ice Cream에 네 가슴 두근거려
내게 다가 오겠죠
It's so tasty Come and chase me
못 참겠어
I scream You scream
Gimme that Gimme that Ice Cream
I scream You scream
Gimme that Gimme that Ice Cream
I scream You scream
Gimme that Gimme that
Pops 내 입안에 녹아 내리는 중
잔뜩 넣어 내 입안이
녹아 내리는 줄
Baby Boy 다른 남자들은 아무것도 몰라
You re so fine 해서 안 튀는 옷만 골라
Never get me wrong
my boo I have no 관심
In that bag
지루한 월화부터 수목까지
Man I wanna pass
날 보는 네 시선에
See some good vibe
기분 좋은 느낌이야
너와 눈이 마주치는 순간
Gimme that Gimme that
Gimme that Gimme that
Gimme that Gimme that Ice Cream
어서요 부드런 그 맛
Ice Cream Cake
오직 널 기다리며 촛불을 켜둘게요
따스한 맘에
Ice Cream Cake
녹아버리기 전에 내게 입맞춰줘요
It's so tasty Come and chase me
네 입술이 달콤하게 녹아요
나는 눈을 감아요
달콤한 그 맛
Ice Cream Cake
특별해질 오늘에 어울리는 맛으로
입가에 묻은
Ice Cream에 네 가슴 두근거려
내게 다가 오겠죠
It's so tasty Come and chase me
못 참겠어
I scream You scream
Gimme that Gimme that Ice Cream
I scream You scream
Gimme that Gimme that Ice Cream
I scream You scream
Gimme that Gimme that your lips",0.555987,0.098002,0.18617,0.034999,0.096422,0.028421
5658708,"넌 허리가 몇이니
24요
힙은
34요
어렸을 때부터 난 눈이 좀 달라
아무리 예뻐도 뒤에 살이 모자라면
난 눈이 안 가
긴 생머리에 바람이 불면
날아갈 것 같이 가냘픈 여자라면
난 맘이 안 가
허리는 너무 가는데 힙이 커
맞는 바지를 찾기 너무 힘들어
oh Yeah
Shake that booty that booty booty
Shake that booty that booty booty
앞에서 바라보면 너무 착한데
뒤에서 바라보면 미치겠어
oh Yeah
Shake that booty that booty booty
Shake that booty that booty booty
널 어쩌면 좋니 너를 어쩌면
널 어쩌면 널 어쩌면 좋니
네가 왜 이렇게 좋니
머리끝부터 발끝까지
눈을 떼질 못하잖니
어머님이 누구니
도대체 어떻게 너를 이렇게 키우셨니
Shake that booty that booty booty
Shake that booty that booty booty
얼굴이 예쁘다고 여자가 아냐
마음만 예뻐서도 여자가 아냐 난
하나가 더 있어
앉아있을 땐 알 수가 없어
일어날 때까지 기다려야만 했어 난
난 그때서야 God girl
허리는 너무 가는데 힙이 커
맞는 바지를 찾기 너무 힘들어
oh Yeah
Shake that booty that booty booty
Shake that booty that booty booty
앞에서 바라보면 너무 착한데
뒤에서 바라보면 미치겠어
oh Yeah
Shake that booty that booty booty
Shake that booty that booty booty
널 어쩌면 좋니 너를 어쩌면
널 어쩌면 널 어쩌면 좋니
네가 왜 이렇게 좋니
머리끝부터 발끝까지
눈을 떼질 못하잖니
어머님이 누구니
도대체 어떻게 너를 이렇게 키우셨니
Shake that booty that booty booty
Shake that booty that booty booty
허리는 너무 가는데 힙이 커
맞는 바지를 찾기 너무 힘들어
oh Yeah
Shake that booty that booty booty
Shake that booty that booty booty
앞에서 바라보면 너무 착한데
뒤에서 바라보면 미치겠어
oh Yeah
Shake that booty that booty booty
Shake that booty that booty booty
Ya 머리부터 발끝까지
Got it from my mama
동양적인 눈마저도 엄마에게 받아
타고난 내 맵시 밀려드는 대시
이젠 모두 알아봐 Hey Jessi Sexy
머리 어깨 무릎 발 무릎 발
어디서 났냐고 물어봐 물어봐
Thin waist Big booty
꽉 끼는 청바지
Chocolate 색깔 피부까지 whoa
JYP nah 저리 비켜봐
꿀벅지 눈이 전부 돌아가 uh
허스키한 목소리
침 닦아 Hey 거기
널 어쩌면 좋니 너를 어쩌면
널 어쩌면 널 어쩌면 좋니
네가 왜 이렇게 좋니
머리끝부터 발끝까지
눈을 떼질 못하잖니
어머님이 누구니
도대체 어떻게 너를 이렇게 키우셨니
Shake that booty that booty booty
Shake that booty that booty booty",0.087112,0.161239,0.413456,0.049366,0.268183,0.020644
5660045,"위 아래 위 위 아래
위 아래 위 위 아래
위 아래 위 위 아래
UP UP UP UP UP UP
위 아래 위 위 아래
위 아래 위 위 아래
위 아래 위 위 아래
DOWN DOWN DOWN DOWN DOWN
난 몰라 순진한 척
하는 네 동공
날 네 맘대로
들었다가는 놓고
then i feel loco oh oh 
날 미치게 만들어
강제 탑승한 roller
co coaster yo su such a monster
su such a monster
such a monster
HEY BABY BOY
빙글 빙글 빙글
돌리지 말고 넌 
HEY BABY BOY
아슬 아슬하게
스치지 말고 넌
그만 좀 건드려 건드려
애매하게 건드려 넌
위 아래 위 위 아래
자꾸 위 아래로 흔들리는 나
Why don't u know
don't u know don't u know
확실하게 내게 맘을 보여줘 
Why don't u know
don't u know don't u know yeah ey
위 아래 위 위 아래
위 아래 위 위 아래
위 아래 위 위 아래
UP UP UP DOWN DOWN
네 말투 네 표정들
날 헷갈리게 하면서 넌
흘리지 또 흘리지
흔들흔들흔들흔들
없는 척 모르는 척
들었다 놨다 하면서 넌
부리지 끼 부리지
흔들흔들흔들흔들
HEY BABY BOY
빙글 빙글 빙글
돌리지 말고 넌 
HEY BABY BOY
아슬 아슬하게
스치지 말고 넌
그만 좀 건드려 건드려
애매하게 건드려 넌
위 아래 위 위 아래
자꾸 위 아래로 흔들리는 나
Why don't u know
don't u know don't u know
확실하게 내게 맘을 보여줘 
Why don't u know
don't u know don't u know yeah ey
Just do what you wanna
do what you wanna
약 올리지 말고
내게 확신을 줘 넌
쓸데없는 말은
불필요해 필요해
장난 아닌 진심
날 선택의 기로에
서게 하지마
날 눈물 젖게 하지마
위 아래 위 위 아래
위 아래 위 위 아래
자꾸 위 아래로
흔들리는 나
Why don't u know don't u know
don't u know
확실하게 내게
맘을 보여줘 
Why don't u know don't u know
don't u know yeah ey
위 아래 위 위 아래
위 아래 위 위 아래
위 아래 위 위 아래
UP UP UP UP UP UP
위 아래 위 위 아래
위 아래 위 위 아래
위 아래 위 위 아래",0.238873,0.187017,0.409859,0.033775,0.122951,0.007525
5663983,"운동을 하고 열심히 일하고
주말엔 영화도 챙겨보곤 해
서점에 들러 책 속에 빠져서
낯선 세상에 가슴 설레지
이런 인생 정말 괜찮아 보여
난 너무 잘 살고 있어 헌데 왜
너무 외롭다 나 눈물이 난다
내 인생은 이토록 화려한데
고독이 온다 넌 나에게 묻는다
너는 이 순간 진짜 행복하니
난 대답한다 난 너무 외롭다
내가 존재하는 이유는 뭘까
사랑이 뭘까 난 그게 참 궁금해
사랑하면서 난 또 외롭다
사는 게 뭘까 왜 이렇게 외롭니",0.332211,0.010923,0.064601,0.010156,0.576128,0.005981
5681153,"Fall Everything
Fall Everything
Fall Everything
흩어지네
Fall Everything
Fall Everything
Fall Everything
떨어지네
너 땜에 나 이렇게 망가져
그만할래 이제 너 안 가져
못하겠어 뭣 같아서
제발 핑계 같은 건 삼가줘
니가 나한테 이럼 안 돼
니가 한 모든 말은 안대
진실을 가리고 날 찢어
날 찍어 나 미쳐 다 싫어
전부 가져가 난 니가 그냥 미워
But you re my everything
You re my
Everything You re my
Everything You re my
제발 좀 꺼져 huh
미안해 I hate u
사랑해 I hate u
용서해
I need you girl
왜 혼자 사랑하고 혼자서만 이별해
I need you girl
왜 다칠 걸 알면서 자꾸 니가 필요해
I need you girl
넌 아름다워
I need you girl
너무 차가워
I need you girl
I need you girl
I need you girl
I need you girl
It goes round and round
나 왜 자꾸 돌아오지
I go down and down
이쯤 되면 내가 바보지
나 무슨 짓을 해봐도
어쩔 수가 없다고
분명 내 심장 내 마음 내 가슴인데
왜 말을 안 듣냐고
또 혼잣말하네 또 혼잣말하네
또 혼잣말하네 또 혼잣말하네
넌 아무 말 안 해
아 제발 내가 잘할게
하늘은 또 파랗게
하늘은 또 파랗게
하늘이 파래서 햇살이 빛나서
내 눈물이 더 잘 보이나 봐
왜 나는 너인지 왜 하필 너인지
왜 너를 떠날 수가 없는지
I need you girl
왜 혼자 사랑하고 혼자서만 이별해
I need you girl
왜 다칠 걸 알면서
자꾸 니가 필요해
I need you girl
넌 아름다워
I need you girl
너무 차가워
I need you girl
I need you girl
I need you girl
I need you girl
Girl 차라리 차라리 헤어지자고 해줘
Girl 사랑이 사랑이 아니었다고 해줘
내겐 그럴 용기가 없어
내게 마지막 선물을 줘
더는 돌아갈 수 없도록
I need you girl
왜 혼자 사랑하고 혼자서만 이별해
I need you girl
왜 다칠 걸 알면서
자꾸 니가 필요해
I need you girl
넌 아름다워
I need you girl
너무 차가워
I need you girl
I need you girl
I need you girl
I need you girl",0.151519,0.173264,0.358981,0.060795,0.245179,0.010261
5681156,"어서 와 방탄은 처음이지
Ayo ladies and gentleman
준비가 됐다면 부를게 yeah
딴 녀석들과는 다르게
내 스타일로
내 내 내 내 스타일로 에오
밤새 일했지 everyday
니가 클럽에서 놀 때 yeah
자 놀라지 말고 들어 매일
I got a feel
I got a feel
난 좀 쩔어
아 쩔어 쩔어 쩔어
우리 연습실 땀내
봐 쩌렁 쩌렁 쩌렁한 내 춤이 답해
모두 비실이 찌질이 찡찡이 띨띨이들
나랑은 상관이 없어 cuz
난 희망이 쩔어 haha
Ok 우린 머리부터 발끝까지
전부 다 쩌 쩔어
하루의 절반을 작업에 쩌 쩔어
작업실에 쩔어 살어
청춘은 썩어가도
덕분에 모로 가도 달리는 성공가도
소녀들아 더 크게 소리질러 쩌 쩌렁
밤새 일했지 everyday
니가 클럽에서 놀 때 yeah
딴 녀석들과는 다르게
I don't wanna say yes
I don't wanna say yes
소리쳐 봐 all right
몸이 타버리도록
all night all night
Cause we got fire fire
Higher higher
I gotta make it
I gotta make it
쩔어
거부는 거부해
난 원래 너무해
모두 다 따라 해
쩔어 쩔어 쩔어 쩔어
거부는 거부해
전부 나의 노예
모두 다 따라 해
쩔어 쩔어 쩔어 쩔어
3포 세대 5포 세대
그럼 난 육포가 좋으니까 6포세대
언론과 어른들은 의지가 없다며
우릴 싹 주식처럼 매도해 왜
해보기도 전에 죽여 걔넨
enemy enemy enemy 왜
벌써부터 고개를 숙여 받아
energy energy energy
절대 마 포기
you know you not lonely
너와 내 새벽은 낮보다 예뻐
So can I get a little bit of 
hope yeah
잠든 청춘을 깨워 go
밤새 일했지 everyday
니가 클럽에서 놀 때 yeah
딴 녀석들과는 다르게
I don't wanna say yes
I don't wanna say yes
소리쳐 봐 all right
몸이 타버리도록
all night all night
Cause we got fire fire
Higher higher
I gotta make it
I gotta make it
쩔어
거부는 거부해
난 원래 너무해
모두 다 따라 해
쩔어 쩔어 쩔어 쩔어
거부는 거부해
전부 나의 노예
모두 다 따라 해
쩔어 쩔어 쩔어 쩔어
이런 게 방탄 스타일
거짓말 wack 들과는 달라
매일이 hustle life
I gotta make it fire baby
이런 게 방탄 스타일
거짓말 wack 들과는 달라
매일이 hustle life
I gotta make it
I gotta make it
난 좀 쩔어
Say what
Say wo wo
Say what
쩔어 쩔어 쩔어 쩔어",0.535142,0.131921,0.247758,0.012259,0.067528,0.005392
5711530,"우연히 내게 오나봐
봄 향기가 보여
너도 같이 오나봐
저 멀리서 니 향기가
설레는 코끝에 나의 입술에
괜찮은 느낌 이 떨림
나도 몰래 우연히 봄
어 어느새
겨울 지나 봄이야
여전히 난 너
앞에선 돌이야
난 아직 이게
믿기지가 않지만
내 왼손은
지금까지도 너의 향기가
미묘하게 흘렀던 분위기에
아직까지 난 가까스로 숨 쉬네
무대 위완 다르게 니 눈을 피해
고개를 돌렸던
내 모습에 한숨 쉬네
오랜만에 느껴지는
이 떨림이 날 단순하게 만들어
딱 너만 아는 거리지
다 고쳤다고 생각했던 버벅임이
또 도져서 준비했던
말을 잊어버리지
난 주워 담지 못할
말은 절대 안 해
원하는 걸 말해봐
널 위해서만 할게
너 빼곤 다
색칠할 수 있어 까맣게
천천히 갈게 조금 더 가깝게
우연히 내게 오나봐
봄 향기가 보여
너도 같이 오나봐
저 멀리서 니 향기가
설레는 코끝에 나의 입술에
괜찮은 느낌 이 떨림
나도 몰래 우연히 봄
우연히 봄
어 아직까지 향기가 짙네
발걸음이 가벼워
집에 가는 길엔
더 가까워질 너와 나를
상상하는 내 모습이
오글거려 몸서리치네
어 어 머릿속이
하얘지기 때문에
하루 종일 날씨
얘기만 반복하게 돼
오로지 난 너 하나 때문에
다른 것들에겐 무감각하게 돼
정적이 만드는 긴장감은
오히려 설레어
나를 미소 짓게 만들어
모른 척 하려 했던
니 옆의 남자들은
흐릿했던 내 눈 앞에
불을 키게 만들어
겨울은 유난히도 추웠고
다시 돌아온
그토록 기다렸던 봄
움직이지 못하도록
잡고 있고 싶어
날 더 느낄 수 있게
안고 있고 싶어
우연히 내게 오나봐
봄 향기가 보여
너도 같이 오나봐
저 멀리서 니 향기가
설레는 코끝에 나의 입술에
괜찮은 느낌 이 떨림
나도 몰래 우연히 봄
I love u so I love u
너무 쉬운 걸
그래도 나 참고 있을게
난 여자이니까
하루 더 기다려
바보야 내게 말해봐
니 마음도 보여
갖고 싶다고 해봐
더 이상은 감추지 마
어느새 내 앞에 이젠 내 앞에
괜찮은 느낌 이 떨림
나도 몰래 우연히 봄",0.543657,0.027683,0.10324,0.048499,0.2683,0.008621
5743804,"oh yes 음 오 아 예 
너에게  빠져들겠어 
자꾸 반응하잖아 
oh yes 음 오 아 예  
그래 난 다가가겠어 
넌 내 취향저격 ace 
내 앞을 지나갔어 
눈빛이 마주쳤어
스타일이 좋아 느낌이 좋아
다를 게 없는 오늘 
너 땜에 달아오른
오늘이 좋아 음오아예
첫 번째 플랜
감탄사 그 동안에
찾아 헤멘 남자
음오아 예스
맞는 옷처럼 잘 어울리는 너야
부드럽게 이런 말 어떤 것 같아
음 두 번째 플랜 먼저 당기기
오오 동공 떨리는 초침 
스탠바이 큐
아 시간되면 차 한잔 할래요
예스 이런 건 어떤 것 같아
oh yes 음 오 아 예  
너에게 빠져들겠어 
자꾸 반응하잖아 
oh yes 음 오 아 예  
그래 난 다가가겠어 
넌 내 취향저격 ace 
본능을 따르겠어 
날 감추지 않겠어 
오늘은 달라 먼저 다가가
걸음은 도도하게 
말투는 애교 있게
날 보는 눈빛 음오아예
help me 
시간 좀 되나요 나 좀 도와줘요
그 쪽 때문에 
오감이 제멋대로예요
그 쪽이 예고 없이 날리는 미소에 음
콜린퍼스도 울고 갈 
당신의 매너에 오
여자라 해도 믿을만한 피부 아예
넌 존재자체 감탄사 절로 나네
음오아예 
나도 모르게 
달아오르네
홀릭
oh yes 음 오 아 예 
너에게 빠져들겠어 
자꾸 반응하잖아 
oh yes 음 오 아 예 
그래 난 다가가겠어 
넌 내 취향저격 ace 
목소리도 oh yes 
눈웃음도 oh yes 
네 모든 게 
머리부터 발끝까지 다 oh yes
지금 널 보면 난 oh yes
단 둘이서 oh yes 
드루루 드루루 드루루 oh yes
뜨거워지는 이 분위기 
너와 나의 거리
우리 사이로 한 여자가 
걸어 와 때마침
그의 여자친구인 건지 
아님 친군 건지 다가와
언니 이 여자 누구예요
여자였어 OH MY GOD
oh yes 음 오 아 예 
너에게 빠져들겠어 
자꾸 반응하잖아 
oh yes 음 오 아 예 
그래 난 다가가겠어 
넌 내 취향저격 ace 
목소리도 oh yes 
눈웃음도 oh yes 
Oh 너의 모든 게 
머리부터 발끝까지 다 oh yes",0.76308,0.02924,0.087389,0.021736,0.056533,0.042021
5748406,"A ye Brave sound 
And it goes a little something like this 
완전 반해 반해 버렸어요 
부드러운 목소리에 
반해 반해 버렸어요 
난 떨려 
AOA Let's Go 
내가 미쳤나 봐 왜 또 이러지 
내 마음 열여덟 소녀 마냥 
막 쿵쿵대 
숨길 수 없나 봐 난 매일 이러지 
눈이라도 마주치면 
귀까지 확 빨개져  
이해 못해 
네가 걔를 못 봐서 그래  
딱 첫눈에 확 반해 버린다는 말에 
그 마음 이해 가더라 
나도 좀 알겠더라 
널 처음 본 그 순간 
완전 반해 반해 버렸어요  
넓은 어깨 날렵한 눈매에  
부드러운 목소리에 
반해 반해 버렸어요 
너의 얇고 긴 손가락만 봐도 
난 떨려  
어머나 자꾸만 심쿵해 
널 보면 볼수록 
가슴이 쿵쿵대 나도 모르겠어 
심쿵해 나 어쩌면 좋아 
자꾸만 네 품에 
꼭 안기고 싶어 baby 
어쩌다 눈이라도 마주치면 
난 심쿵 거려  
너의 작은 관심이라도 받을까 
아등바등 거려 
너는 대체 걔가 뭐가 그리 좋아 
라고 묻는 친구들에게 말해 
야 모르면 말을 말어 
이해 못해 네가 걔를 못 봐서 그래 
딱 첫눈에 확 반해 버린다는 말에 
그 마음 이해 가더라 
나도 좀 알겠더라 
널 처음 본 그 순간 
완전 반해 반해 버렸어요  
넓은 어깨 날렵한 눈매에  
부드러운 목소리에 
반해 반해 버렸어요 
너의 얇고 긴 손가락만 봐도
난 떨려 
어머나 자꾸만 심쿵해
널 보면 볼수록
가슴이 쿵쿵대 나도 모르겠어
심쿵해 나 어쩌면 좋아
자꾸만 네 품에
꼭 안기고 싶어 baby
오 나의 왕자님 어디를 보나요
바로 여기 내가 있는데요
너무나 멋진 그대
난 그대 하나면 돼
난 그대 없이 못 살아요 
완전 반해 반해 버렸어요
부드러운 목소리에
반해 반해 버렸어요
난 떨려
어머나 자꾸만 심쿵해 
Everybody say What AOA
쿵쿵대
And it goes a little something like this
심쿵해
한번 더 say What AOA
네 품에 꼭 안기고 싶어 baby",0.666702,0.01644,0.058389,0.025733,0.151757,0.080979
5748499,"너만을 유혹하는 춤 
우우우 우우우우
심장에 매력 발산 중 
우우우 우우우우
손끝만 스쳐도 막 쿵쿵쿵쿵 Oh
내 맘이 흔들려
Shake it shake it for me
Shake it shake it for me
나나나 나나나 나나나 
Hey
나나나 나나나 나나나 
짜릿한 이 느낌 
날 춤을 추게 해 
지금 이 순간 
Shake it
Bae bae baby
Love me love me love me now
흔들리는 내 맘 모르겠니
So let's dance
Just shake it let's dance
좀 더 핫하게 완전 와일드하게
Make it louder 우우우
더 크게 make it louder 우우우
날 자꾸 흔들어 흔들어
놀라게 흔들어
Shake it oh shake it
밤새 나와 Shake it baby
아주 fun하고 smart하게 
흔들흔들어
온몸이 찌릿찌릿 우리 둘이 
흔들흔들어
심하게 통하니 여기 불났으니
When I Move 
움직여 자리 잡았으니
Shake it shake it for me
Shake it shake it for me
나나나 나나나 나나나 
Hey
나나나 나나나 나나나 
짜릿한 이 느낌 
날 춤을 추게 해 
지금 이 순간 
Shake it
Bae bae baby
Love me love me love me now
흔들리는 내 맘 모르겠니
So let's dance
Just shake it let's dance
좀 더 핫하게 완전 와일드하게
Make it louder 우우우
더 크게 make it louder 우우우
날 자꾸 흔들어 흔들어
놀라게 흔들어
Shake it oh shake it
밤새 나와 Shake it baby
Shake it oh shake it
Shake it up shake it for me
Shake it oh shake it
Shake it up shake it for me
Shake it oh shake it
Shake it up shake it for me
Shake it oh shake it
Shake it up shake it for me
Shake it for me my baby
Shake it for me my baby
그렇게 모두 모여 dance
Just shake it let's dance
좀 더 핫하게 완전 와일드하게
Make it louder 우우우
더 크게 make it louder 우우우
날 자꾸 흔들어 흔들어
놀라게 흔들어
Shake it oh shake it
밤새 나와 Shake it baby",0.577841,0.103938,0.164703,0.0232,0.096381,0.033937
5765887,"만약에 말야 우리 
조금 어렸었다면 
지금 어땠었을까
만약에 말야 우리 
지금 이럴 거라면 
후회 하진 않을까
세월에 닫혀진 우리의 연이
더는 허락되어 지지 않아도
Woo 만약에 말야 우리 
조금 어렸었다면 
지금 어땠었을까
만약에 말야 우리 
지금 이럴 거라면 
후회 하진 않을까
세월에 닫혀진 우리의 날이
이젠 바랜 기억뿐일지라도
Woo 만약에 말야 우리 
조금 어렸었다면 
지금 어땠었을까
만약에 말야 우리 
지금 이럴 거라면 
후회 하진 않을까
만약에 말야 만약에 말야
Woo 만약에 말야 우리 
같은 마음이라면 
다시 되돌아볼까
만약에 말야 우리 
정말 사랑했다면 
지워 낼 수 있을까
만약에 말야",0.203179,0.028235,0.010651,0.084209,0.671301,0.002425
5767424,"A yo wassup 
We gonna make it showtime huh 
R I N G  
Be My Bell 
Ring my bell ring ring ring my bell ho 
링링마벨 링마벨 
링링마벨 링마벨 
링링마벨 링마벨 
링링 링링 링 링링 링링 
널 보자마자 확실해져 
네가 오자마자 화끈해져 
내 맘 널 향해간다고 오오오오오 
따르릉 따르릉 비켜나세요 
다른 여자들아 Get out my way 
난 꼭 널 가질꺼라고 오오오오오 
Tonight oh boy im fall in love 
Moon light 저 달을 따라 
너와 함께 떠나가고 싶어 
링링링 링마벨 
머리가 핑핑핑 도는게 
가슴이 터질듯해 Oh my boy 
say my name baby baby 
링링링 링마벨 
가슴이 쿵쿵쿵 뛰는게 
넌 날 미치게해 
난 몰라 몰 몰라 
링링마벨 링마벨
링링마벨 링마벨
링링마벨 링마벨
링링 링링 링 링링 링링
이상한 끌림에 떨리는 눈빛
심장에 닿은 듯 짜릿한 울림
뭐에 난 홀려버린 듯 오오오오오오 
따르릉 따르릉 비켜나세요
다른 여자들아 Get out my way
난 꼭 널 가질꺼라고 오오오오오
Tonight oh boy im fall in love
Moon light 저 달을 따라
너와 함께 떠나가고 싶어
링링링 링마벨
머리가 핑핑핑 도는게
가슴이 터질듯해 Oh my boy 
Say my name baby baby
링링링 링마벨
가슴이 쿵쿵쿵 뛰는게
넌 날 미치게해 난 몰라 몰 몰라
I feel you breathe
I feel you breathe
I feel you breathe
I feel you breathe
의식을 잃은 듯 내 숨소리도 멍해
날 깨워줘요 Ring ring my bell
쿵쾅 거리는 내 심장 넌 날 미치게해 
링링링 링마벨
머리가 핑핑핑 도는게
가슴이 터질듯해 Oh my boy
Say my name baby baby
링링링 링마벨
가슴이 쿵쿵쿵 뛰는게
넌 날 미치게해 난 몰라 몰 몰라
링링링 링마벨
머리가 핑핑핑 도는게
가슴이 터질듯해
oh my boy say my name baby baby
링링링 링마벨
가슴이 쿵쿵쿵 뛰는게
넌 날 미치게해 난 몰라 몰 몰라
링링마벨 링마벨 링링마벨 링마벨
링링마벨 링마벨
링링 링링 링 링링 링링",0.52331,0.066595,0.131576,0.028073,0.222801,0.027646
5820368,"Oooh 너와 나 첨 만났을 때
Oooh 마치 사자처럼 맴돌다
기회를 노려 내 맘 뺏은 너
Ah 넌 달라진 게 없어 여전해
난 애가 타고 또 타
사냥감 찾아 한 눈 파는 너
수백 번 밀어내야 했는데 
수천 번 널 떠나야 했는데
Tell me why
왜 맘이 맘이 자꾸 흔들리니
난 여기 여기 네 옆에 있잖니
정신 차려 Lion heart
난 애가 타
내 맘이 맘이 더는 식지 않게
난 여기저기 뛰노는 너의 맘
길들일래 Lion heart
OhOhOh OhOhOhOhOh 
OhOhOh OhOhOhOhOh
Oooh 넌 자유로운 영혼 여전해
충실해 본능 앞에
지금 네 옆에 난 안 보이니
수백 번 고민 고민해봐도
수천 번 결국 답은 너인데
Tell me why
왜 맘이 맘이 자꾸 흔들리니
난 여기 여기 네 옆에 있잖니
정신 차려 Lion heart
난 애가 타
내 맘이 맘이 더는 식지 않게
난 여기저기 뛰노는 너의 맘
길들일래 Lion heart
OhOhOh OhOhOhOhOh 
곤히 잠자는 나의 코끝을 Baby 
OhOhOh OhOhOhOhOh
네가 건드려 나도 화가 나 Baby 
Tell me why
왜 맘이 맘이 자꾸 흔들리니
난 여기 여기 네 옆에 있잖니
정신 차려 Lion heart
난 애가 타
내 맘이 맘이 더는 식지 않게
난 여기저기 뛰노는 너의 맘
길들일래 Lion heart
Ladies y all know 
what I m talking about right
Yeah 
모두 다 아니라 해도 
좋을 때 있지 않아
사실 나만 좋음 됐지 뭐 
바람보다 빠른 눈치로 
맘은 뜨겁게
햇살처럼 따뜻한 말로 
머린 차갑게
길들일래 너의 Lion heart 
사자 같은 너의 Lion heart
Lalala Lalalalala 
여기 와서 앉아 
Lalala Lalalalala
내 곁에만 있어
Lalala Lalalalala
한 눈 팔지 말아 
Lion heart",0.22914,0.180843,0.196788,0.062243,0.298166,0.032819
5826447,"뒤돌아 봤을 때
생각보다 멀리
와있었어 난 혼자였고
문득 겁이 났지
내가 날 봤을 때
지쳐있단 사실을
몰랐었어 난 외로웠고
문득 겁이 났지
넌 잘하고 있어 헷갈릴 때면
여태 그랬던 것처럼 그냥 Go
너답게 해 너는 너를 알아
연습했잖아 한 수 천 번은 말야
좌절 한 두 번 이젠 시시해
원래 기회라는 건 인생의 위기에
넌 알잖아 다시 일어나는 법
천국여행 간다며 어서 싸 캐리어
멈추지 마라 아직 할 일 많아
뒷바라지하는 부모님의 사진봐
넌 동생들의 거울이자 가족들의 별
네가 잠을 줄여야만
그들이 편하게 숙면
야 이 병신아 티 좀 내지마
마음 단단히 먹어 알아 외롭지만
견뎌내야 돼
눈물 흘리냐 사내새끼가
뚝 그치고 다시 들어 책임감
eh 아무것도 보기 싫었을 때
억지로 눈을 부릅뜬 건
그냥 겁나서
덜컥 겁이 나서 그래 eh o
아무 말도 하기 싫었을 때
일부러 목소릴 높인 건
There is no other reason
겁이 나 난 겁이 나
입버릇처럼 말했어
언제나 나는 나를 믿어
상대는 없다며
But enemy was in my mirror
계속된 싸움에 이성을 잃었었나봐
내가 나를 죽였어
엄마도 내 눈치를 봐
대중의 관심을 받는 게 eh
CCTV 속에 사는 게 eh
한곳만 죽어라 팠는데
그게 내 무덤이 될 수도
있다는 게 무서웠어
아버지 날 보고 있다면
정답을 알려줘
어른이 되기엔 난 어리고 여려
아직도 방법을 모르고
부딪히는 짓만 하기엔
너무 아프다는 걸
이제 알았어 너무 늦었나봐
무식하게 채찍질만 하기엔
아물지 않은 상처가 너무 많아
eh 아무것도 보기 싫었을 때
억지로 눈을 부릅뜬 건
그냥 겁나서
덜컥 겁이 나서 그래 eh o
아무 말도 하기 싫었을 때
일부러 목소릴 높인 건
There is no other reason
겁이 나 난 겁이 나
자꾸 겁이 나
난 모든 게 감사해
내 종교를 떠나서
6년 전부터 이 꼬맹이를
이용하려 했던
악덕 대표님들 조차
날 구원해준 지금의 회사도
이 무대를 내어준 수많은 참가자도
남자의 삶을 알려준
하늘에 계신 큰아빠도
가족 내 어깨들과
형제 같은 멤버들도
딱 오늘까지만 위로를 받고
내일부턴 겁쟁이가 아닌
성숙해진 나로
eh 아무것도 보기 싫었을 때
억지로 눈을 부릅뜬 건
그냥 겁나서
덜컥 겁이 나서 그래 eh o
아무 말도 하기 싫었을 때
일부러 목소릴 높인 건
There is no other reason
겁이 나 난 겁이 나
Can you see me now
Anybody save me from this fear
oh
Can you hear me now
woah
woo",0.144792,0.105784,0.279313,0.133751,0.333613,0.002748
